quarter,avg_consumer_price_index,gdp,gdp_pct_change,avg_housing_starts,output_gap,recession_actual,avg_unemployment_rate,fed_funds_avg_rate,fed_funds_percent_change_prev_quarter,fed_funds_st_dev_rate,10YT_minus_2YT_avg,10YT_minus_2YT_percent_change_prev_quarter,real_disp_pers_inc,personal_consumption_exp_excl_food_energy,tot_public_debt_as_pct_of_gdp,gross_private_domestic_invest,M2_velocity,median_sls_price_houses_sold_US,personal_consumption_expenditures
1979Q3,73.7,2667.565,12.3,1790.0,0.88731934593584,1.0,5.833333333333332,10.940108695652173,0.07445809370612634,0.5146864927872323,-0.45,-0.06249999999999994,1.8,7.4,30.98402,545.621,1.8459999999999999,64700.0,1611.8670000000002
1979Q4,76.03333333333333,2723.883,8.7,1567.666666666667,0.4169625362777885,1.0,5.633333333333333,13.580217391304348,0.2413238084829461,1.1877478718847472,-1.1166666666666665,1.4814814814814812,0.7,7.7,31.02615,547.875,1.857,62600.0,1655.035
1980Q1,79.03333333333333,2789.842,10.0,1246.0,0.09868392159159116,1.0,6.766666666666667,15.065274725274724,0.10935445959217753,1.8827493729822895,-1.28,0.14626865671641814,1.4,8.9,30.949820000000003,554.562,1.869,63700.0,1702.3020000000001
1980Q2,81.7,2797.3520000000008,1.1,1058.0,-2.4806250091013675,1.0,7.2,12.668901098901095,-0.15906604227756166,3.840457857700892,0.25,-1.1953125,-3.5,8.9,31.37303,519.294,1.847,64000.0,1704.723
1980Q3,83.23333333333333,2856.483,8.7,1392.0,-3.084834171291132,0.0,7.566666666666666,9.823152173913048,-0.22462476443476925,1.0593061479337151,0.5766666666666667,1.3066666666666666,4.6,9.3,31.776870000000002,495.07099999999997,1.831,64900.0,1763.771
1980Q4,85.56666666666669,2985.557,19.3,1505.0,-1.7684755341541478,0.0,7.033333333333334,15.852826086956524,0.6138227125358233,2.859342245921604,-0.8033333333333333,-2.3930635838150294,5.6,9.7,31.156999999999996,551.472,1.874,66400.0,1831.874
1981Q1,87.93333333333332,3124.206,19.9,1366.3333333333333,-0.3736931924108359,0.0,7.966666666666666,16.595555555555567,0.04685154965587785,2.1816034259495614,-0.6233333333333333,-0.22406639004149384,-0.6,9.4,30.872840000000004,619.381,1.9280000000000002,66800.0,1885.734
1981Q2,89.76666666666668,3162.532,5.0,1181.6666666666667,-1.7138601442458452,1.0,7.2666666666666675,17.78692307692307,0.07178834823451766,1.8249332969896572,-0.9566666666666668,0.5347593582887702,0.5,9.1,30.70875,609.8430000000001,1.9,69400.0,1917.524
1981Q3,92.26666666666664,3260.609000000001,13.0,964.0,-1.1861538679392232,1.0,7.2666666666666675,17.59434782608697,-0.010826788309775322,1.6690276858545712,-1.1833333333333331,0.2369337979094077,8.9,8.7,30.60333,652.297,1.925,69200.0,1958.099
1981Q4,93.76666666666664,3280.818,2.5,873.3333333333335,-2.9444561625536103,1.0,7.900000000000001,13.58836956521739,-0.22768552153606694,1.3701842959170958,0.18333333333333332,-1.1549295774647887,0.4,8.0,31.35587,643.395,1.8880000000000001,70400.0,1974.4470000000001
1982Q1,94.6,3274.302,-0.8,880.0,-5.211996931017646,1.0,9.5,14.207444444444453,0.045559172957124375,1.0709772510001332,-0.2333333333333333,-2.2727272727272725,1.0,7.2,32.41298,588.318,1.8419999999999999,66400.0,2014.155
1982Q2,95.96666666666664,3331.972,7.2,948.0,-5.555580153305477,1.0,9.366666666666664,14.514175824175815,0.021589482959498852,0.7514608970887834,-0.22,-0.05714285714285704,2.4,6.6,32.40213,593.621,1.8359999999999999,69600.0,2039.645
1982Q3,97.63333333333333,3366.322,4.2,1118.6666666666667,-6.700223652255047,0.0,9.7,11.012717391304346,-0.2412440413625965,1.4786533101313346,0.4833333333333334,-3.196969696969697,1.9,6.3,33.9253,592.9540000000001,1.825,69300.0,2085.6710000000003
1982Q4,97.93333333333334,3402.561,4.4,1282.6666666666667,-7.446501945631173,0.0,10.266666666666667,9.283913043478263,-0.15698253994887298,0.600829017973491,0.7833333333333333,0.6206896551724136,1.3,5.9,35.18156,549.242,1.804,71600.0,2145.554
1983Q1,98.0,3473.413,8.6,1630.333333333333,-6.972289335510952,0.0,11.166666666666664,8.657555555555557,-0.06746697055318814,0.5051739295788055,1.02,0.3021276595744681,3.8,5.8,35.82911,565.52,1.745,73300.0,2184.589
1983Q2,99.13333333333333,3578.848,12.7,1660.333333333333,-5.605790347635118,0.0,10.0,8.802747252747249,0.016770518682784983,0.2772686861113673,0.7966666666666667,-0.21895424836601304,2.8,5.2,36.87167,613.783,1.7530000000000001,74900.0,2249.438
1983Q3,100.09999999999998,3689.179,12.9,1801.666666666667,-4.482404049260691,0.0,9.133333333333336,9.458152173913042,0.07445458813568114,0.2345860480746163,0.7766666666666667,-0.025104602510460268,6.1,5.1,37.3311,652.269,1.7790000000000001,77400.0,2319.895
1983Q4,101.09999999999998,3794.706,11.9,1729.333333333333,-3.2761019964419846,0.0,8.166666666666666,9.43010869565217,-0.0029650060334430552,0.3136123966111189,0.9966666666666668,0.28326180257510725,9.2,4.5,37.17553,718.4960000000001,1.797,75900.0,2372.496
1984Q1,102.53333333333336,3908.054,12.5,1940.0,-2.207558511819976,0.0,8.433333333333335,9.688571428571429,0.027408245361840573,0.28461112427923924,1.03,0.0334448160535117,8.2,4.2,37.45447,790.872,1.8119999999999998,78200.0,2418.165
1984Q2,103.5,4009.601,10.8,1822.666666666667,-1.3813687769616416,0.0,7.400000000000001,10.554725274725273,0.0893995417734724,0.6040683196448334,0.8433333333333333,-0.18122977346278327,6.8,4.6,37.72687,818.8939999999999,1.82,80700.0,2475.876
1984Q3,104.4,4084.25,7.7,1672.0,-1.311484039957885,0.0,7.3,11.392282608695648,0.07935377872657855,0.33684738534371844,0.3633333333333333,-0.5691699604743082,5.4,4.0,38.49586,838.852,1.829,81000.0,2513.5229999999997
1984Q4,105.3,4148.551,6.4,1630.333333333333,-1.3964931478960159,0.0,6.966666666666666,9.262499999999996,-0.18694959402341413,0.8672004027106625,0.9333333333333332,1.5688073394495408,3.3,3.9,40.08547,831.7410000000001,1.818,79900.0,2561.797
1985Q1,106.26666666666668,4230.168,8.1,1714.333333333333,-1.355972162686906,0.0,7.7666666666666675,8.475111111111111,-0.08500824711350981,0.26836267781017525,1.3133333333333332,0.4071428571428572,-1.0,4.3,40.44121,809.865,1.7990000000000002,82800.0,2636.008
1985Q2,107.23333333333332,4294.887,6.3,1725.666666666667,-1.4097426929802648,0.0,7.2,7.9243956043956025,-0.06498032881167827,0.4621067909073458,1.4233333333333331,0.08375634517766489,8.0,3.9,41.319829999999996,827.04,1.795,84300.0,2681.764
1985Q3,107.90000000000002,4386.773,8.8,1701.0,-0.8343666085062676,0.0,7.066666666666667,7.900978260869565,-0.0029550952142077124,0.2789543260208262,1.4399999999999995,0.011709601873536259,-1.2,4.0,41.559090000000005,822.1569999999999,1.795,83200.0,2754.1479999999997
1985Q4,109.0,4444.094,5.3,1824.666666666667,-1.0207932323913445,0.0,6.7333333333333325,8.104456521739133,0.025753552807165042,0.6510032226426113,1.2300000000000002,-0.14583333333333304,4.3,4.0,43.78715,859.545,1.7919999999999998,86800.0,2779.4
1986Q1,109.56666666666668,4507.894,5.9,1898.666666666667,-0.9986514069106284,0.0,7.533333333333334,7.826888888888884,-0.034248765738419416,0.672101591512294,0.7833333333333333,-0.3631436314363145,5.4,3.7,44.07415,863.457,1.7919999999999998,88000.0,2823.6479999999997
1986Q2,109.03333333333336,4545.34,3.4,1878.0,-1.440077544582114,0.0,7.1000000000000005,6.918461538461544,-0.1160649350365698,0.17414504221049684,0.62,-0.20851063829787236,5.2,3.6,45.30682,855.237,1.76,92100.0,2851.4559999999997
1986Q3,109.7,4607.669,5.6,1758.666666666667,-1.3744330930443502,0.0,6.833333333333332,6.209456521739129,-0.1024801558526952,0.3624712618557301,0.8566666666666668,0.3817204301075271,2.6,3.2,46.12536,835.832,1.7409999999999999,93000.0,2917.2009999999996
1986Q4,110.46666666666668,4657.627,4.4,1712.333333333333,-1.708142066158724,0.0,6.5,6.266739130434782,0.009225059954137523,1.4068889446675623,0.9866666666666668,0.15175097276264576,0.6,3.3,47.552859999999995,842.063,1.7209999999999999,95000.0,2952.8070000000002
1987Q1,111.8,4722.156,5.7,1761.333333333333,-1.8259125457445808,0.0,7.133333333333333,6.222555555555558,-0.007050488932058035,0.8834922548017221,0.8433333333333333,-0.14527027027027034,3.7,2.8,47.57835,871.196,1.7180000000000002,97900.0,2983.513
1987Q2,113.06666666666666,4806.16,7.3,1612.0,-1.6080362853986159,0.0,6.2,6.649999999999999,0.06869274860275296,0.3301245556183642,0.8933333333333334,0.059288537549407314,-3.7,3.1,48.04867,874.5880000000001,1.734,103400.0,3053.33
1987Q3,114.26666666666668,4884.555,6.7,1625.0,-1.5841886748933225,0.0,5.866666666666666,6.839565217391304,0.028506047728015783,0.3526630650609648,1.0333333333333334,0.15671641791044774,7.4,3.3,48.1165,876.466,1.751,106000.0,3117.3579999999997
1987Q4,115.33333333333331,5007.9940000000015,10.5,1523.666666666667,-0.7232655488711485,0.0,5.566666666666667,6.91967391304348,0.011712542114296908,0.3998226284954958,1.14,0.1032258064516127,5.5,3.6,48.556670000000004,946.459,1.776,111500.0,3150.9159999999997
1988Q1,116.23333333333332,5073.372,5.3,1425.333333333333,-1.0276555197604251,0.0,6.133333333333333,6.665934065934071,-0.03666933591062925,0.2115024455964629,1.0566666666666669,-0.07309941520467811,6.0,3.9,49.03151,908.569,1.768,110000.0,3231.8959999999997
1988Q2,117.56666666666666,5190.036,9.5,1490.666666666667,-0.5396169944641972,0.0,5.4,7.154945054945049,0.0733597098582248,0.3480944112876845,1.0366666666666666,-0.018927444794952904,4.2,4.2,49.08744,934.525,1.774,110000.0,3291.716
1988Q3,119.0,5282.835,7.3,1484.0,-0.7596964116301133,0.0,5.366666666666667,7.983478260869564,0.11579868182941305,0.2428423030231781,0.6433333333333334,-0.3794212218649517,3.9,4.4,49.25732,942.0089999999999,1.79,115000.0,3361.8990000000003
1988Q4,120.3,5399.509,9.1,1551.333333333333,-0.23460043627022176,0.0,5.066666666666666,8.468478260869563,0.0607504629125367,0.2990899558995898,0.2533333333333333,-0.6062176165803109,3.8,4.5,49.71548,962.748,1.8130000000000002,113900.0,3434.539
1989Q1,121.66666666666669,5511.2530000000015,8.5,1489.333333333333,-0.010898104916231804,0.0,5.6000000000000005,9.446444444444444,0.11548310728903713,0.3632107479696853,-0.20333333333333334,-1.8026315789473688,4.6,4.7,49.73276,1005.487,1.84,118000.0,3490.172
1989Q2,123.63333333333333,5612.463000000002,7.6,1355.6666666666667,-0.03404148635833488,0.0,5.2,9.725714285714293,0.029563487395947288,0.21900858865524395,-0.18666666666666668,-0.0819672131147542,-1.2,4.3,49.8876,1001.047,1.861,118900.0,3553.7670000000003
1989Q3,124.6,5695.365,6.0,1346.0,-0.06897558759585952,0.0,5.166666666666666,9.083586956521737,-0.06602366780769504,0.1860732546384201,0.026666666666666672,-1.1428571428571428,2.7,3.9,50.171170000000004,996.46,1.8530000000000002,120000.0,3609.3990000000003
1989Q4,125.86666666666667,5747.236999999999,3.7,1337.3333333333333,-0.6266115613762009,1.0,5.1,8.614456521739132,-0.05164594526678507,0.27529151035090976,0.05333333333333334,0.9999999999999998,3.4,3.7,51.38111,995.809,1.834,124800.0,3653.692
1990Q1,128.03333333333333,5872.701,9.0,1425.666666666667,-0.2803635743665153,1.0,5.8,8.247999999999998,-0.04253971458493736,0.07212972084524848,0.06,0.12499999999999988,3.1,3.8,51.96856,1010.8380000000001,1.848,123900.0,3737.948
1990Q2,129.29999999999998,5960.028,6.1,1212.3333333333333,-0.6331820442018176,1.0,5.3,8.239340659340659,-0.0010498715639353435,0.12843331341640266,0.10666666666666667,0.7777777777777779,2.8,4.0,52.7473,1014.72,1.859,126800.0,3783.421
1990Q3,131.53333333333333,6015.116,3.7,1132.0,-1.2565638100040977,1.0,5.566666666666666,8.160217391304343,-0.009603106766391131,0.2408409180892793,0.6033333333333334,4.65625,-0.1,4.3,53.753130000000006,1000.785,1.8559999999999999,117000.0,3846.7
1990Q4,133.76666666666668,6004.733,-0.7,1042.6666666666667,-2.815104302545212,1.0,5.8,7.743369565217389,-0.05108293150757893,0.5256503604879652,0.7999999999999999,0.32596685082872906,-3.4,4.2,56.03613000000001,947.453,1.839,121500.0,3867.909
1991Q1,134.76666666666668,6035.178000000001,2.0,894.6666666666665,-3.8955842863215517,1.0,7.199999999999998,6.430444444444442,-0.16955475387233282,0.6921744131555401,0.9833333333333334,0.22916666666666685,1.0,3.9,57.41652,924.569,1.8259999999999998,120000.0,3873.562
1991Q2,135.56666666666666,6126.861999999999,6.2,1011.0,-3.7499793933399284,0.0,6.7333333333333325,5.864065934065932,-0.08807766170312395,0.2395179326247622,1.2333333333333334,0.2542372881355932,3.0,3.6,57.745509999999996,926.541,1.8330000000000002,119900.0,3926.9320000000002
1991Q3,136.6,6205.937,5.3,1042.3333333333333,-3.851089104855143,0.0,6.633333333333333,5.645217391304345,-0.03732027320672444,0.2242177035724831,1.43,0.15945945945945936,1.6,3.4,59.06123,947.4760000000001,1.85,120000.0,3973.2690000000002
1991Q4,137.73333333333332,6264.54,3.8,1087.0,-4.093518735303399,0.0,6.7,4.818478260869566,-0.14644947627849625,0.3922965204558638,1.846666666666667,0.2913752913752916,3.4,3.4,60.685990000000004,978.788,1.861,120000.0,4000.032
1992Q1,138.66666666666666,6363.102,6.4,1241.0,-3.522934480141665,0.0,8.033333333333333,4.024285714285713,-0.16482227449969405,0.23650296149023345,2.016666666666666,0.09205776173285156,8.3,3.3,60.996790000000004,956.817,1.874,119500.0,4100.401
1992Q2,139.73333333333335,6470.763000000001,6.9,1152.6666666666667,-3.051654243494181,0.0,7.5,3.774065934065936,-0.06217743917424344,0.2444175753908692,2.1700000000000004,0.07603305785124012,4.0,3.2,61.57938000000001,1013.084,1.905,120000.0,4155.66
1992Q3,140.79999999999995,6566.641,6.1,1183.6666666666667,-2.6692366923669235,0.0,7.466666666666668,3.259239130434782,-0.1364117142162678,0.2638982225377356,2.47,0.13824884792626718,1.9,2.9,61.898019999999995,1024.162,1.931,120000.0,4226.971
1992Q4,142.03333333333333,6680.803000000001,7.1,1228.3333333333333,-2.235620414736465,0.0,7.033333333333334,3.034891304347828,-0.06883441720860363,0.3145465760344296,2.3000000000000003,-0.06882591093117406,1.8,2.8,62.52256,1057.962,1.9509999999999998,126000.0,4307.205
1993Q1,143.06666666666666,6729.459,2.9,1167.6666666666667,-2.6602932748364654,0.0,7.733333333333333,3.0423333333333344,0.0024521566801568987,0.22699824282842146,2.1333333333333333,-0.07246376811594214,1.5,2.7,62.866569999999996,1083.829,1.9709999999999999,125000.0,4349.515
1993Q2,144.1,6808.939,4.8,1266.0,-2.6895268213156287,0.0,6.966666666666666,2.9972527472527477,-0.014817766872111482,0.15634055373564704,1.9966666666666664,-0.06406250000000012,1.2,2.8,63.915240000000004,1094.479,1.985,127000.0,4418.581
1993Q3,144.76666666666668,6882.098000000001,4.4,1299.0,-2.8243923865300142,0.0,6.666666666666668,3.0577173913043483,0.020173355118957625,0.14842842105787987,1.643333333333333,-0.1769616026711184,0.3,2.8,64.10093,1095.8519999999999,1.9969999999999999,127000.0,4487.189
1993Q4,145.96666666666667,7013.738,7.9,1433.666666666667,-2.111333145789479,0.0,6.233333333333333,2.9882608695652197,-0.022715154100458088,0.09287364328386163,1.5266666666666666,-0.07099391480730224,2.8,2.5,64.66861,1153.142,2.023,127000.0,4552.651
1994Q1,146.70000000000005,7115.651999999999,5.9,1391.0,-1.7771201064270767,0.0,7.066666666666666,3.209333333333334,0.07398030942334688,0.224483426980176,1.53,0.0021834061135371685,2.7,2.3,64.30709,1201.675,2.0469999999999997,130000.0,4621.223
1994Q2,147.53333333333333,7246.931,7.6,1466.666666666667,-1.066083557667436,0.0,6.1000000000000005,3.9380219780219794,0.22705296365454264,0.387835073138111,1.2666666666666666,-0.17211328976034865,4.1,2.2,64.10716,1264.948,2.08,130000.0,4683.163
1994Q3,148.9,7331.075,4.7,1454.333333333333,-1.1111661160880035,0.0,5.900000000000001,4.485434782608695,0.13900704659390306,0.2851080884043429,1.1,-0.13157894736842113,2.4,2.2,64.01176,1251.749,2.103,129700.0,4752.7609999999995
1994Q4,149.76666666666668,7455.288,7.0,1472.0,-0.6085500487195739,0.0,5.266666666666667,5.167934782608696,0.15215916250666436,0.4554904084428872,0.68,-0.3818181818181817,5.9,2.2,64.38584,1307.566,2.1390000000000002,132000.0,4826.713
1995Q1,150.86666666666662,7522.289000000002,3.6,1324.0,-0.8860395378787166,0.0,5.933333333333334,5.802777777777777,0.12284268704502133,0.2853069617481715,0.35000000000000003,-0.4852941176470588,3.5,2.3,64.66271,1327.586,2.155,130000.0,4862.436
1995Q2,152.1,7580.9969999999985,3.2,1287.3333333333333,-1.2088374048297443,0.0,5.633333333333333,6.019120879120879,0.03728267902513982,0.0885770016758594,0.4666666666666666,0.3333333333333331,1.1,2.2,65.31294,1303.988,2.151,133900.0,4933.609
1995Q3,152.86666666666667,7683.125,5.5,1415.333333333333,-1.0010303632262434,0.0,5.633333333333333,5.797173913043481,-0.03687365157381835,0.2257847174913566,0.4666666666666666,0.0,3.7,2.1,64.73906,1303.248,2.142,132000.0,4998.662
1995Q4,153.70000000000005,7772.585999999998,4.7,1417.333333333333,-0.9804865453069956,0.0,5.233333333333333,5.719456521739132,-0.013406082423969852,0.26648037319408496,0.39333333333333337,-0.15714285714285695,2.4,2.1,64.18281999999999,1335.135,2.147,138000.0,5055.655
1996Q1,155.06666666666666,7868.468000000002,5.0,1460.666666666667,-0.9205011723329422,0.0,6.033333333333334,5.370989010989011,-0.06092668235620422,0.30798648940445045,0.6433333333333334,0.6355932203389831,3.8,2.0,65.04171,1355.3529999999998,2.147,137000.0,5130.615
1996Q2,156.4,8032.84,8.6,1495.666666666667,0.011112020441752827,0.0,5.433333333333334,5.243956043956042,-0.02365168999099801,0.1649099358294914,0.6,-0.06735751295336805,3.7,1.9,64.2497,1418.388,2.165,139900.0,5220.499
1996Q3,157.29999999999995,8131.408,5.0,1501.333333333333,0.15050134021642012,0.0,5.233333333333333,5.30619565217391,0.0118688272167351,0.36068872577884337,0.6033333333333334,0.005555555555555684,3.3,1.8,64.25469,1474.35,2.171,140000.0,5274.505
1996Q4,158.66666666666666,8259.771,6.5,1417.0,0.3904249413534373,0.0,4.966666666666667,5.280869565217388,-0.004772927463793517,0.21637194357088932,0.5466666666666667,-0.0939226519337016,2.1,1.9,64.44697,1480.128,2.1790000000000003,144100.0,5352.763000000001
1997Q1,159.63333333333338,8362.655,5.1,1432.666666666667,0.18187871201427544,0.0,5.7,5.278444444444442,-0.00045922754633424806,0.2733393623158969,0.5199999999999999,-0.04878048780487836,3.9,1.9,64.34428,1522.404,2.1790000000000003,145000.0,5433.105
1997Q2,160.0,8518.825,7.7,1476.0,0.9302593609234234,0.0,4.9,5.5221978021978,0.0461790135936561,0.2090178206001808,0.4233333333333333,-0.18589743589743574,3.6,2.0,63.109069999999996,1590.2179999999998,2.195,145800.0,5471.267
1997Q3,160.8,8662.823,6.9,1457.666666666667,1.2361728459621049,0.0,4.833333333333333,5.534673913043476,0.0022592654759146075,0.15680498903643858,0.34,-0.19685039370078736,4.8,1.7,62.48709,1625.251,2.198,145000.0,5579.179
1997Q4,161.66666666666666,8765.907,4.8,1532.0,1.1194230819026905,0.0,4.366666666666666,5.507391304347825,-0.004929397670810415,0.15899318919145242,0.17333333333333334,-0.4901960784313726,6.0,1.5,62.77032,1644.529,2.19,144200.0,5663.61
1998Q1,162.0,8866.48,4.7,1558.666666666667,1.118530799206946,0.0,5.066666666666666,5.519333333333334,0.002168363990421543,0.15534521180731836,0.14,-0.19230769230769246,8.7,1.4,62.50988,1712.3239999999998,2.175,152200.0,5721.342
1998Q2,162.53333333333333,8969.699,4.7,1572.333333333333,1.0213089930887465,0.0,4.333333333333333,5.497472527472528,-0.003960769270589136,0.20926640865755247,0.04,-0.7142857142857142,5.6,1.2,61.85196,1695.773,2.16,149500.0,5832.566
1998Q3,163.36666666666667,9121.097,6.9,1631.333333333333,1.2350365452399092,0.0,4.533333333333333,5.531630434782609,0.0062133839031267,0.14434602179693098,0.07,0.7500000000000001,4.1,1.3,60.58693,1741.6229999999998,2.16,153000.0,5926.846
1998Q4,164.13333333333333,9293.991,7.8,1722.333333333333,1.8020630514934337,0.0,4.1000000000000005,4.86054347826087,-0.12131811125739307,0.32572274372720056,0.29,3.1428571428571423,3.2,1.3,60.40696,1796.964,2.145,153000.0,6028.238
1999Q1,164.73333333333332,9417.264,5.4,1709.333333333333,1.7005141071999603,0.0,4.633333333333334,4.7345555555555565,-0.025920542274501662,0.18829907546964147,0.13333333333333333,-0.5402298850574713,3.7,1.3,60.01334,1853.0629999999999,2.135,157400.0,6102.531999999999
1999Q2,165.96666666666667,9524.152,4.6,1574.333333333333,1.4010546811617721,0.0,4.2,4.747692307692309,0.002774653709858446,0.14730977883416616,0.25666666666666665,0.925,0.9,1.3,59.205059999999996,1848.3410000000001,2.128,158700.0,6225.3
